Row,score1,score2,score3,score4
AT1G15010.1,0.0385769395381944,0.114749375910377,0.0183309589121216,0.828342725639307
AT1G15040.1,0.172243982034676,0.0626858033165837,0.731453223194398,0.0336169914543426
AT1G15040.2,0.171840321226048,0.0624679669427111,0.732208697741561,0.0334830140896801
AT1G15050.1,0.442181952269045,0.331453343439279,0.122848192247803,0.103516512043874
AT1G15080.1,0.080749421631461,0.674618786420881,0.0247466473527095,0.219885144594949
AT1G15100.1,0.278281849622948,0.564581341262155,0.064835732115737,0.0923010769991594
AT1G15125.1,0.314075296609212,0.087346140986055,0.556603914250152,0.0419746481545818
AT1G15170.1,0.742637991807055,0.124458536592298,0.0948690344141255,0.0380344371865215
AT1G15260.1,0.0583028224039993,0.793008506337342,0.0166954560938199,0.131993215164838
AT1G15350.2,0.884681265237594,0.0654013995324235,0.0340716803797571,0.0158456548502251
AT1G15350.1,0.884522904407383,0.0656251007556521,0.0339900502790671,0.0158619445578982
AT1G15350.3,0.885346407265346,0.0650254101007512,0.0338848374705394,0.0157433451633631
AT1G15380.1,0.280901180625641,0.0717699670003119,0.613747441687285,0.0335814106867629
AT1G15380.2,0.276439249007638,0.0710183755378332,0.619219361330575,0.0333230141239542
AT1G15630.1,0.496942177639877,0.0832458785587165,0.388401271945876,0.0314106718555305
AT1G15640.1,0.485238163424983,0.120566323981656,0.341398116739019,0.0527973958543421
AT1G15825.1,0.734726549215496,0.0980527536021585,0.133664303073399,0.0335563941089472
AT1G16370.1,0.459056553650187,0.3526684533798,0.0893593955138166,0.0989155974561962
AT1G16500.1,0.0550188276591707,0.41813484393085,0.0191815828607933,0.507664745549186
AT1G16515.1,0.0798046997693276,0.327204297321457,0.031515262775958,0.561475740133258
AT1G17020.1,0.0607488345077052,0.227303392290904,0.0246212346143311,0.687326538587059
AT1G17090.1,0.0717903645400434,0.700433771265181,0.0230589454652365,0.204716918729539
AT1G17090.2,0.0711559409301537,0.717753235212123,0.022544321097858,0.188546502759866
AT1G17170.1,0.0677077940201562,0.205730740391793,0.028635246632173,0.697926218955877
AT1G17180.1,0.0528067599355998,0.137461216630493,0.0252972205955449,0.784434802838362
AT1G17190.1,0.0770885679786492,0.743314738623992,0.0229294906222163,0.156667202775142
AT1G17300.1,0.889795335180056,0.042919289168782,0.0549170569914098,0.0123683186597524
AT1G17310.1,0.248790999762015,0.124920675210838,0.547724707507635,0.0785636175195127
AT1G17345.1,0.295226642931278,0.105872756708794,0.541852986231078,0.0570476141288492
AT1G17710.2,0.235498337133688,0.123220043651208,0.56260297530213,0.0786786439129733
AT1G17710.1,0.235223130005124,0.122985159774797,0.563297244304283,0.0784944659157959
AT1G17810.1,0.31034395972088,0.0776135073968965,0.576464054775502,0.0355784781067214
AT1G17970.1,0.097031060560541,0.792285173803072,0.0240222158276954,0.0866615498086912
AT1G18060.1,0.0546133312805911,0.845853922574269,0.0150823318938704,0.0844504142512697
AT1G18100.1,0.250348953018851,0.0626553532180766,0.658047854292299,0.0289478394707731
AT1G18140.1,0.0483674605419022,0.148070126660405,0.0227559427436195,0.780806470054073
AT1G18200.1,0.210123791060086,0.0607696070525245,0.701387695824824,0.0277189060625659
AT1G18280.1,0.664270652030791,0.092652667730388,0.210602788464926,0.0324738917738945
AT1G18290.1,0.79998633024501,0.0711057385207107,0.106896742325029,0.0220111889092502
AT1G18420.1,0.467040434403766,0.0865962093769371,0.413319711583171,0.0330436446361265
AT1G18470.1,0.398842317123704,0.456270868142426,0.0730238787345326,0.0718629359993374
AT1G18470.2,0.399582398926856,0.455102697422999,0.0733351177955901,0.0719797858545544
AT1G18570.1,0.706289061933214,0.161019847117607,0.0891021092237616,0.0435889817254177
AT1G18740.1,0.133324095614291,0.734775949780093,0.0365387596483957,0.0953611949572198
AT1G18870.1,0.111284239010952,0.22542789014515,0.0646812393536032,0.598606631490295
AT1G18870.2,0.112111609524529,0.225738973040002,0.0654410400687865,0.596708377366683
AT1G18970.1,0.213465837751035,0.0765345862190789,0.670993840451408,0.0390057355784786
AT1G18980.1,0.500019515898275,0.222140447535188,0.187778737055925,0.0900612995106114
AT1G19180.1,0.652304886942956,0.211636952699879,0.0806215926386354,0.0554365677185301
AT1G19180.2,0.650316197353142,0.213380449311649,0.0805428851644607,0.0557604681707477
AT1G19200.1,0.616209640166885,0.147650877966554,0.186356017207259,0.0497834646593017
AT1G19380.1,0.701610687287764,0.154843847959087,0.0993688951899565,0.0441765695631924
AT1G19530.1,0.192492894593687,0.0898785431357127,0.665303770834702,0.0523247914358986
AT1G19550.1,0.143766315462957,0.638402148347617,0.0409907510942125,0.176840785095213
AT1G19670.1,0.0786491483541374,0.841198837713756,0.0195780423259328,0.0605739716061737
AT1G19770.1,0.915656509517075,0.0394862059722271,0.0337776226596546,0.0110796618510433
AT1G19900.1,0.244267248200825,0.115729693764397,0.569221897699121,0.0707811603356572
AT1G19960.1,0.358122475707955,0.0792160289297942,0.530369213931362,0.0322922814308887
AT1G20030.2,0.0233707786801509,0.0820584155843508,0.0104256058066443,0.884145199928854
AT1G20030.1,0.0237680862581657,0.0835190343020878,0.0105990493555961,0.88211383008415
AT1G20070.1,0.0127965049622021,0.0533508516636758,0.00538160802607974,0.928471035348042
AT1G20520.1,0.225191892037614,0.0590225970634683,0.689375788526507,0.0264097223724104
AT1G20790.1,0.906051533976507,0.031822601020547,0.0521700879869907,0.00995577701595535
AT1G20823.1,0.0885046712134539,0.688984215256624,0.0275734877419031,0.194937625788019
AT1G20900.1,0.944689707076336,0.0192907290730539,0.030227822751487,0.0057917410991227
AT1G21050.1,0.761483568045408,0.136064987293043,0.0673703383827467,0.0350811062788017
AT1G21080.2,0.483783459973832,0.38289915705803,0.0711527377698224,0.0621646451983158
AT1G21110.1,0.126965093201075,0.470852889323766,0.0466458554455774,0.355536162029581
AT1G21120.1,0.226532924576516,0.47817572699734,0.0797791024184526,0.215512246007691
AT1G21130.2,0.671802026191301,0.0870649517226833,0.20948984133568,0.031643180750336
AT1G21130.1,0.671185350424358,0.0871348431111306,0.209996514326811,0.0316832921377008
AT1G21140.1,0.309506461754279,0.379070186002595,0.127167402901383,0.184255949341743
AT1G21326.1,0.14271043582042,0.0580244119451548,0.766637877964877,0.0326272742695481
AT1G21360.1,0.323999968595575,0.0755288585798729,0.568840368187045,0.0316308046375075
AT1G21400.1,0.211563797202017,0.0959633323622265,0.639255332695035,0.0532175377407213
AT1G21410.1,0.73785401798644,0.149178540427424,0.077570433664083,0.0353970079220526
AT1G21695.1,0.901921631961599,0.0347029249261237,0.0529269152432632,0.0104485278690145
AT1G21770.1,0.85566791343505,0.0849929987789459,0.0403902787072052,0.0189488090787991
AT1G21780.2,0.795226039830214,0.123633151110277,0.0538580488679346,0.0272827601915738
AT1G21780.1,0.795533082542878,0.123485823479014,0.0537475945209053,0.0272334994572026
AT1G21790.1,0.0974034487346881,0.737049988069951,0.0269285949405943,0.138617968254767
AT1G21910.1,0.726299021898579,0.107414859441639,0.128809308948371,0.0374768097114114
AT1G22065.1,0.350809561956751,0.0966145971892586,0.513275353074381,0.0393004877796096
AT1G22110.1,0.100165312385533,0.570236963264887,0.0372177962489695,0.292379928100611
AT1G22330.1,0.148625816279024,0.660190808722524,0.0469627421177352,0.144220632880716
AT1G22520.2,0.361787902681111,0.492068767909429,0.0638400743314438,0.0823032550780168
AT1G22520.1,0.354412444802977,0.495296688131016,0.0646078703450348,0.0856829967209718
AT1G22530.1,0.113395196729559,0.66767345965663,0.0375831726093248,0.181348171004487
AT1G22550.1,0.0576044452872337,0.573469757556438,0.0194533497184209,0.349472447437908
AT1G22600.1,0.109554845975687,0.301229030240054,0.0491706410715785,0.540045482712681
AT1G22710.1,0.0907153132911099,0.602519693976318,0.0283307354317545,0.278434257300818
AT1G22740.1,0.143825390732778,0.736792636478153,0.0343519381917893,0.0850300345972797
AT1G22990.1,0.418275574746705,0.172760878982017,0.33994944170127,0.0690141045700079
AT1G23052.1,0.714911073969342,0.0791010319255049,0.180365970536466,0.0256219235686867
AT1G23090.1,0.85343868563412,0.0770281146084446,0.0504485428829577,0.0190846568744775
AT1G23100.1,0.261444804340574,0.493994201586246,0.0777274819778933,0.166833512095286
AT1G23120.1,0.61833562953277,0.207948544600294,0.119362148705796,0.0543536771611392
AT1G23330.1,0.044467784843256,0.885248200784153,0.0122915156163723,0.0579924987562188
AT1G23390.1,0.834735035399363,0.0958471128948155,0.0472111398353667,0.0222067118704553
AT1G23720.1,0.732136984414629,0.111831960843075,0.121150244298727,0.0348808104435685
AT1G23730.1,0.249365648752119,0.151420941068116,0.495688883298427,0.103524526881338
AT1G23830.1,0.960489475397202,0.0204202565511494,0.0141476133717704,0.00494265467987898
AT1G23850.1,0.882816788302787,0.0615020876314272,0.0398825193806895,0.015798604685096
AT1G23870.1,0.743196984089898,0.11691750880002,0.106945093561936,0.0329404135481459
AT1G24095.1,0.109075773019599,0.541877149345646,0.0356943564808835,0.313352721153872
AT1G24170.1,0.317559143043576,0.553638725755742,0.056964365558115,0.0718377656425669
AT1G24430.1,0.228158764408355,0.349376301192842,0.140792030917511,0.281672903481292
AT1G24530.1,0.343844981321357,0.077946303946185,0.542644553081242,0.0355641616512158
AT1G24580.1,0.19325101155122,0.32440317645138,0.12169388997295,0.360651922024451
AT1G24600.1,0.0245569178602827,0.113984683490674,0.00985517581384542,0.851603222835198
AT1G25240.1,0.136826849586276,0.0452149500066347,0.796175526887038,0.021782673520052
AT1G25320.1,0.688241842308628,0.0836922479110395,0.197760846729372,0.030305063050961
AT1G25450.1,0.419217057218661,0.404320835575436,0.08993667753419,0.0865254296717127
AT1G25530.1,0.0881344343007222,0.0260053400320113,0.873433349981975,0.0124268756852915
AT1G25560.1,0.417210355347546,0.128153586399715,0.391411947379266,0.0632241108734729
AT1G26250.1,0.553535430075157,0.131944206549877,0.268127006561484,0.0463933568134824
AT1G26270.1,0.73283790754301,0.0813544883685823,0.15769500730391,0.0281125967844983
AT1G26360.1,0.167217535081904,0.0358929225117072,0.781393384773845,0.0154961576325437
AT1G26762.1,0.0728226617002623,0.185350987279541,0.0376362198132234,0.704190131206974
AT1G26770.1,0.0697717743704659,0.396190690869106,0.0247464342270917,0.509291100533336
AT1G26800.1,0.705383821122918,0.161327550379873,0.0941596672338688,0.0391289612633402
AT1G26930.1,0.774664981385693,0.0546985367803697,0.151487805025158,0.0191486768087793
AT1G27020.1,0.339065198194034,0.0621892581520481,0.574375061689956,0.0243704819639619
AT1G27030.1,0.846174186600818,0.0680365432837765,0.0674122549627739,0.0183770151526314
AT1G27090.1,0.814356114965509,0.109891461082171,0.0513915508988273,0.0243608730534927
AT1G27100.1,0.945197862702229,0.026245272044853,0.0216875538340862,0.00686931141883231
AT1G27620.1,0.830784800348155,0.0458828370332404,0.108240403609041,0.0150919590095643
AT1G27650.1,0.719865334872778,0.175840996448475,0.0674933274594615,0.0368003412192855
AT1G27650.2,0.715274752669817,0.181034759957647,0.0665170534155914,0.0371734339569445
AT1G27670.1,0.666316342691885,0.0973832314262615,0.204497085346846,0.0318033405350075
AT1G27740.1,0.631450815790682,0.143306216496373,0.174972664020659,0.0502703036922861
AT1G28080.1,0.73488778540025,0.123857463908893,0.101888173767133,0.0393665769237239
AT1G28130.1,0.0859095681335462,0.744707593260902,0.0261413254713875,0.143241513134165
AT1G28130.2,0.0807389659765384,0.761864530697444,0.0243361513450496,0.133060351980968
AT1G28370.1,0.262792070930358,0.11351634209262,0.556818014994947,0.0668735719820748
AT1G28380.1,0.916643328110818,0.0482341164773453,0.0243347174881934,0.0107878379236433
AT1G28520.2,0.829263146348514,0.0602554021930456,0.0908277600264562,0.0196536914319839
AT1G28520.1,0.822140590972173,0.0618587288054444,0.0956685858917667,0.0203320943306165
AT1G28600.2,0.0959622442367257,0.716789118215901,0.027373229395736,0.159875408151638
